emp_no,first_name,last_name,title,from_date
260352,Ayonca,Kilgore,Senior Engineer,1986-08-19
260359,Kensyu,Furudate,Senior Engineer,1992-03-18
260378,Taisook,Basagni,Senior Engineer,1986-08-13
260380,Utpal,Tagansky,Engineer,1996-05-13
260393,Jongsuk,Matheson,Senior Engineer,1993-05-17
260414,Stamatina,Jullig,Technique Leader,1996-11-16
260415,Lobel,Broder,Senior Engineer,1991-06-30
260417,Wuxu,Trachtenberg,Senior Engineer,1992-05-06
260418,Alejandro,Pezzoli,Senior Engineer,1993-05-12
260420,Yurii,Senzako,Senior Staff,1995-02-23
260423,Debaprosad,Papadias,Senior Engineer,1995-09-26
260427,Munehiro,Jervis,Senior Engineer,1999-10-21
260441,Ennio,Gruenwald,Engineer,1999-05-01
260456,Shounak,Luck,Senior Staff,1996-04-27
260502,Danco,Jeong,Senior Staff,1985-05-20
260507,Foong,Lueh,Staff,1998-01-25
260516,Hidekazu,Byoun,Senior Engineer,1994-08-31
260521,Dekang,Marrevee,Senior Staff,1986-11-26
260522,Kasturi,Baez,Senior Engineer,1994-12-01
260527,Katsuyuki,Lindqvist,Technique Leader,1990-10-02
260529,Nechama,Hofstetter,Senior Engineer,1999-11-08
260541,Ute,Scharstein,Senior Staff,1994-04-26
260546,Behnaam,Haldar,Technique Leader,1986-03-15
260550,Ebru,Birjandi,Senior Engineer,1995-01-06
260551,Alper,Murtha,Engineer,1997-04-03
260573,Abdulla,Lamparter,Senior Staff,1996-05-20
260575,Kokou,Ushiama,Senior Engineer,1995-04-11
260588,Shuichi,Speel,Senior Engineer,1992-04-11
260603,Spyrose,Falster,Senior Staff,1992-12-12
260612,Roded,Conte,Staff,1998-09-10
260626,Piyawadee,Eppinger,Staff,1998-08-12
260634,Beshir,Angelov,Senior Staff,1988-02-09
260638,Richara,Cronan,Technique Leader,1994-09-22
260642,Xianlong,Kemmerer,Senior Staff,1995-07-06
260644,Moty,Bennet,Senior Staff,1998-04-26
260667,Akemi,Weedon,Senior Engineer,2000-05-27
260669,Nitsan,Sinicrope,Senior Engineer,1991-05-10
260670,Divine,Acton,Engineer,1998-01-18
260690,Kristin,Tibblin,Senior Engineer,1994-12-22
260693,Oksana,Mungall,Senior Engineer,1996-10-12
260697,Nagui,Renear,Engineer,1994-07-30
260700,Eishiro,Taubenfeld,Senior Staff,1996-07-20
260727,Nalini,Billawala,Senior Staff,1990-02-23
260742,Domenico,Schmiedel,Senior Staff,1987-11-30
260756,Jahangir,Swick,Senior Engineer,1995-06-23
260764,Honesty,Kalefeld,Engineer,1998-05-25
260779,Stepehn,Rando,Staff,1994-08-18
260781,Bangqing,Walstra,Senior Engineer,1996-08-24
260783,Danny,Emmerich,Technique Leader,1986-10-09
260790,Niteen,Perfilyeva,Senior Engineer,2002-03-19
260797,Dines,Kragelund,Engineer,1995-06-28
260834,Khoa,Tomescu,Technique Leader,1996-01-23
260850,Goa,Serra,Senior Engineer,1986-08-29
260864,Aram,Asser,Senior Staff,1994-12-19
260865,Giao,Zallocco,Senior Engineer,1991-11-19
260889,Mona,Streng,Senior Engineer,1990-04-28
260895,Prasadram,Templeman,Senior Staff,1991-11-10
260902,Mandell,Raczkowsky,Senior Engineer,1996-06-15
260911,Tru,Vecchio,Senior Engineer,1993-02-13
260920,Irena,Highland,Senior Staff,1993-02-03
260922,Irena,Bugrara,Senior Engineer,1991-05-11
260949,Sudharsan,Oberman,Senior Staff,1998-04-24
260969,Aamod,Leuchs,Senior Staff,1995-08-05
260981,Reuven,Ermel,Senior Staff,1995-11-10
260986,Dung,Cardazo,Senior Engineer,1990-06-18
260992,Dietrich,Etalle,Senior Engineer,1997-03-18
260994,Kazuhide,Schonegge,Senior Engineer,1988-06-12
260998,Vishwani,Zyda,Staff,1997-10-31
261007,Yakkov,Jayawardene,Staff,1995-07-15
261010,Fei,Nourani,Engineer,2000-01-03
261017,Genta,Varker,Senior Staff,1992-09-14
261053,Uwe,Honglei,Senior Staff,1994-03-06
261070,King,Zuberek,Senior Engineer,1987-06-18
261073,Carrsten,Wilfing,Senior Engineer,1992-02-26
261075,Chandrasekaran,Esposito,Senior Staff,1996-04-27
261087,Teiji,Hegner,Senior Staff,1994-04-13
261102,Chaoyi,Speckmann,Senior Staff,1992-12-05
261109,Bogdan,Quadeer,Engineer,1999-04-18
261127,Tremaine,Pena,Senior Staff,1995-05-19
261130,Brigham,Stassinopoulos,Senior Engineer,1986-06-30
261135,Chriss,Noriega,Engineer,1999-10-29
261136,Vishv,Joslin,Senior Staff,2002-03-29
261143,Reinhard,Mansanne,Senior Engineer,1992-02-20
261147,Tommaso,Murillo,Senior Engineer,1995-02-12
261149,Wayne,Riesenhuber,Senior Staff,1985-09-16
261153,Fusako,Anily,Senior Engineer,1994-06-22
261159,Kokou,Janocha,Staff,1997-09-07
261172,Katsuyuki,Luit,Senior Staff,1994-11-03
261189,Ottavia,Michaeli,Senior Staff,1998-03-22
261190,Ranga,Pusterhofer,Engineer,1998-07-28
261192,Susanta,Schneeberger,Staff,1998-05-10
261194,Nimmagadda,Nitta,Senior Engineer,1995-06-08
261196,Maya,Kitsuregawa,Senior Engineer,2001-05-24
261213,Abdulah,Covnot,Senior Staff,1987-07-25
261225,Parto,Honiden,Senior Engineer,1996-04-03
261226,Zhaofang,Baby,Senior Staff,1992-11-21
261245,Shahab,Schusler,Senior Engineer,1995-10-22
261247,Sanjiv,Munos,Engineer,1996-12-14
261249,Gift,Negoita,Senior Engineer,1993-06-11
261255,Sven,Michaels,Technique Leader,1994-04-17
261262,Bikash,Schahn,Senior Staff,1992-01-17
261271,Dipayan,Murillo,Senior Engineer,1991-06-06
261272,Fun,Gopalakrishnan,Senior Engineer,1993-04-30
261274,Mads,Serra,Senior Engineer,1991-11-19
261279,Ghassan,Sgarro,Senior Staff,1986-07-12
261298,Ottavia,Ventosa,Senior Engineer,1997-11-14
261317,Chenxi,Prenel,Senior Engineer,2002-03-01
261321,Aram,Eldridge,Staff,1996-12-16
261330,Takahira,DiGiano,Senior Engineer,1994-08-26
261337,Deniz,Leslie,Senior Staff,1992-05-27
261346,Elvis,Brendel,Engineer,1999-10-29
261351,Ottavia,Erde,Senior Engineer,1995-03-25
261362,Zdislav,Emiris,Senior Staff,1991-06-12
261365,Feiyu,Asmuth,Senior Staff,1986-08-06
261372,Xianlong,Uhrig,Senior Engineer,1992-03-06
261374,Arumugam,Antonisse,Senior Engineer,1992-07-25
261383,Elliott,Manders,Senior Staff,1996-11-14
261385,Roddy,Angel,Senior Engineer,1994-04-25
261403,Berna,Uhrig,Senior Staff,1997-11-10
261409,Chiradeep,Cairo,Senior Staff,1994-11-04
261416,Sreenivas,Vilarrasa,Senior Staff,2001-08-10
261421,Bingning,Tramer,Senior Staff,1995-03-10
261427,Ioana,Sinicrope,Senior Engineer,1997-04-08
261437,Niclas,Cairo,Senior Engineer,1992-05-09
261446,Erzsebet,Ligten,Senior Staff,1993-03-06
261451,Randi,Gide,Senior Staff,2002-02-14
261458,Eberhardt,Swiss,Technique Leader,1993-03-16
261468,Radoslaw,Covnot,Senior Engineer,1991-02-04
261486,Bezalel,Schreiter,Senior Staff,2001-07-21
261507,George,Driscoll,Senior Staff,1996-11-20
261510,Takahito,Ohori,Senior Engineer,1998-05-01
261516,Kitty,Ravishankar,Staff,1996-07-11
261517,Caolyn,Orsini,Senior Staff,1994-05-07
261526,Fumiyo,Munro,Senior Staff,1991-04-10
261527,Arunachalam,Butner,Senior Engineer,2002-05-27
261548,Gita,Karunanithi,Staff,1996-03-10
261569,Thodoros,Albarhamtoshy,Senior Staff,1999-10-08
261575,Maha,Comte,Senior Staff,1988-05-22
261580,Kellie,Chappelet,Engineer,2000-01-14
261595,Kankanahalli,Dymetman,Technique Leader,1988-05-17
261597,Shaunak,Prochazka,Senior Staff,1997-01-19
261598,Mostafa,Anily,Senior Staff,1995-06-22
261599,Jouko,Genin,Senior Engineer,1985-10-08
261607,Billur,Gunderson,Senior Engineer,1991-04-16
261615,Faiza,Nittel,Senior Staff,1992-05-08
261624,Freyja,Takanami,Senior Staff,1996-09-17
261627,Mokhtar,Kemmerer,Senior Staff,1987-04-24
261628,Arvin,Rajaraman,Senior Engineer,1997-01-13
261633,Zhiguo,Hertweck,Senior Engineer,1985-09-21
261635,Amalendu,Ruther,Senior Engineer,1993-01-05
261644,Stafford,Codenie,Senior Engineer,2000-11-03
261648,Zhenbing,Maksimenko,Senior Engineer,1996-05-28
261651,Angus,Anguita,Engineer,1999-04-01
261673,Fatemeh,Birta,Engineer,1998-11-24
261686,Kenton,Perin,Senior Engineer,1997-01-30
261695,Giri,Acton,Senior Engineer,1997-07-07
261700,Mamdouh,Gronowski,Assistant Engineer,1999-03-12
261702,Goa,Kaltofen,Senior Engineer,1999-06-14
261729,Oldrich,Mawatari,Senior Engineer,1987-06-09
261732,Bogdan,Pfau,Senior Staff,2001-03-05
261738,Radhia,Velardi,Engineer,1995-10-29
261750,Anyuan,Codenie,Senior Engineer,1985-09-13
261754,Tzvetan,Bala,Senior Engineer,1997-10-08
261764,Kenton,Viele,Senior Engineer,1986-07-21
261772,Weiyi,Esteva,Staff,1997-07-18
261779,Yahiko,Dichev,Senior Engineer,1986-02-13
261786,Pantung,Fontet,Senior Staff,1994-07-24
261801,Van,Kinley,Senior Staff,1997-07-14
261803,Hugh,Kowalchuk,Senior Engineer,1985-05-10
261805,Akeel,Veeraraghavan,Senior Engineer,1987-08-24
261811,Kensei,Middleton,Senior Staff,1985-06-26
261815,Makato,Zaumen,Senior Engineer,1997-03-25
261817,Guadalupe,Kowalchuk,Engineer,1997-01-14
261826,Martins,Ulupinar,Engineer,1996-04-29
261846,Phuoc,Farris,Senior Engineer,1991-02-07
261849,Alselm,Makinen,Senior Engineer,1993-08-19
261852,Vesna,Orsini,Senior Staff,1992-04-24
261853,Cedric,Gerlach,Senior Staff,2001-07-05
261856,Domenico,Gente,Staff,1999-02-12
261862,Demin,Penn,Senior Engineer,2001-05-13
261866,Michaela,Juneja,Senior Engineer,1996-12-31
261874,Elrique,Mandelberg,Senior Staff,1992-11-23
261883,Froduald,Versino,Senior Engineer,1985-03-17
261894,Nechama,Versino,Senior Staff,1997-05-15
261897,Moss,Molberg,Senior Engineer,1988-05-29
261900,Zongyan,Randt,Senior Engineer,1995-02-26
261901,Richara,Covnot,Senior Engineer,1996-02-21
261904,Gurbir,Raczkowsky,Senior Engineer,1994-04-01
261912,Pranjal,Ghalwash,Senior Staff,1991-05-20
261957,Thodoros,Gecseg,Engineer,2000-08-30
261960,Xinyu,Mahnke,Senior Engineer,1993-11-20
261962,Boutros,Ramaiah,Senior Engineer,1987-02-11
261978,Mahendra,Willoner,Senior Engineer,1993-05-08
261987,Sanjoy,Kushner,Senior Staff,1995-03-29
262003,Xuejia,Werthner,Senior Staff,1993-12-05
262027,Georg,Schauser,Senior Engineer,1988-09-11
262035,Clyde,Streng,Senior Engineer,1993-10-21
262041,Eckart,Valette,Senior Engineer,2002-06-24
262043,Jasminko,Schrooten,Senior Engineer,1993-09-22
262047,Aksel,Thibadeau,Senior Engineer,1994-05-07
262051,Martien,Cummings,Senior Engineer,1985-05-28
262053,Hailing,Colorni,Senior Engineer,1994-10-29
262057,Dinah,Bojadziev,Staff,1999-06-17
262080,Rosine,Validov,Engineer,1997-05-02
262105,Heeju,Perly,Senior Staff,1999-03-29
262116,Shunichi,Swift,Senior Engineer,1999-06-26
262132,Genevieve,Lichtman,Senior Engineer,1996-04-15
262141,Bartek,Kilgour,Senior Engineer,1991-06-07
262168,Youjian,Pews,Senior Staff,1994-11-27
262178,Stein,Dalphin,Engineer,1997-05-30
262184,Trygve,Farrel,Senior Engineer,1993-06-29
262190,Marin,Hofman,Senior Staff,2001-09-10
262212,Evgueni,Clouatre,Senior Engineer,2000-04-30
262216,Ennio,Auria,Senior Staff,2002-07-04
262243,Qunsheng,Buchter,Senior Staff,1990-07-28
262260,Ishfaq,Lund,Senior Engineer,1998-10-06
262271,Martina,Maliniak,Engineer,1995-09-25
262273,Yakkov,Guting,Senior Staff,1992-10-28
262292,Hyuckchul,Cardazo,Staff,1994-06-28
262296,Harngdar,Rindone,Senior Engineer,1997-08-18
262304,Izaskun,Schwartzburd,Senior Engineer,1996-12-23
262319,Mooi,Barreiro,Technique Leader,1990-11-27
262323,Sugwoo,Rodiger,Senior Engineer,1999-02-09
262325,Zejun,Luit,Senior Engineer,1992-07-20
262333,Fayez,Haumacher,Senior Engineer,1988-01-11
262340,Zengping,Deverell,Senior Staff,1988-01-15
262348,Aksel,Frezza,Senior Staff,1988-01-04
262362,Arnd,Birge,Senior Engineer,1992-03-08
262368,Shir,Masamoto,Senior Staff,1998-03-21
262371,Ute,Weedman,Senior Engineer,2002-01-03
262373,Sahrah,Koblitz,Senior Engineer,1992-08-04
262384,Angus,Msuda,Senior Engineer,1998-02-11
262392,Teiji,Majewski,Senior Engineer,1993-05-01
262397,Marin,Kobara,Senior Engineer,1992-07-29
262428,Changho,Gerlach,Senior Staff,1991-05-19
262451,Baoqiu,Pokrovskii,Assistant Engineer,1997-07-01
262457,Stein,Collavizza,Engineer,1998-04-30
262478,Otilia,Pargas,Senior Staff,1991-10-06
262485,Tsvetan,Danecki,Assistant Engineer,1996-05-04
262486,Pranas,Farrow,Senior Engineer,1990-04-26
262498,Navin,Sluis,Senior Staff,1992-01-30
262505,Shahab,Peris,Senior Engineer,1999-03-08
262506,Masamitsu,Fordan,Senior Staff,1985-10-24
262511,Fatemeh,Jansen,Engineer,1999-02-25
262516,Kayoko,Nilsson,Senior Engineer,1993-01-13
262526,Shaunak,Mateescu,Senior Staff,1997-06-14
262550,Masako,Baranowski,Senior Staff,1996-05-16
262557,Rosalie,Barriga,Senior Staff,1993-10-15
262566,Rafols,Ladret,Senior Engineer,2002-04-08
262572,Xiaobin,Srimani,Senior Staff,1995-10-22
262591,Vivian,Ramalingam,Senior Staff,1996-11-17
262608,Aria,Pfau,Senior Engineer,1991-11-10
262611,Georgy,Nitsche,Engineer,1996-11-24
262625,Gopalakrishnan,Streit,Senior Staff,1995-06-14
262635,Marit,Syrzycki,Senior Staff,1988-04-27
262645,Martins,Ranum,Staff,1998-04-23
262663,Fumino,Riexinger,Senior Staff,2002-05-28
262673,Kazuhira,Wixon,Engineer,1996-10-27
262677,Eishiro,Zumaque,Senior Staff,1992-03-02
262679,Sahrah,Gyimothy,Senior Engineer,1994-12-21
262696,Mart,Setlzner,Technique Leader,1988-01-11
262700,Ishfaq,Sooriamurthi,Engineer,1997-01-03
262709,Parto,Cmelik,Senior Staff,1995-11-03
262715,Boaz,Montresor,Senior Engineer,1994-10-14
262725,Miyeon,Schiettecatte,Senior Engineer,1995-07-24
262736,Maris,Waschkowski,Assistant Engineer,1996-10-26
262755,Arunachalam,Collette,Senior Engineer,2001-08-15
262766,Hauke,Meszaros,Senior Staff,1998-06-18
262790,Supot,Compeau,Senior Staff,1997-09-08
262801,Aamer,Krider,Senior Engineer,2000-08-14
262814,Vasiliy,Coullard,Senior Engineer,1986-10-04
262844,Jovan,Capobianchi,Staff,1995-03-18
262856,Yinghua,Jarecki,Senior Engineer,1992-06-09
262866,Poorav,Morrow,Engineer,1994-01-04
262868,Arnould,Seiwald,Senior Staff,1999-03-15
262879,Mostafa,Zedlitz,Senior Engineer,1993-08-28
262882,Hatsukazu,Erdi,Senior Engineer,1997-01-05
262894,Mara,Gajiwala,Senior Staff,1987-02-03
262900,IEEE,Egerstedt,Engineer,1996-06-14
262902,Wayne,Guting,Staff,1999-06-27
262903,Geoff,Pettit,Senior Engineer,1993-07-10
262919,Naftali,Gist,Senior Staff,1993-10-01
262934,Breannda,Gini,Senior Engineer,1997-02-06
262953,Maha,Feldmann,Senior Engineer,1993-12-19
262975,Suvo,Lanphier,Senior Engineer,1991-08-29
262993,Guttorm,Danley,Senior Staff,2000-06-03
263000,Mayuko,Bale,Senior Staff,1989-07-04
263001,Gennady,Versino,Senior Engineer,1985-09-11
263002,Ramzi,Bernatsky,Senior Staff,1994-12-05
263025,Idoia,Ginneken,Senior Staff,1997-11-07
263028,Kazuhiko,Homond,Senior Engineer,2000-07-19
263039,Susuma,Egerstedt,Senior Engineer,1995-01-28
263056,Kasidit,Vanwelkenhuysen,Senior Staff,1994-09-22
263057,Shigenori,Yeung,Senior Staff,1990-07-18
263061,Xiaobin,Jenevein,Senior Staff,2002-04-21
263062,Berto,Piancastelli,Senior Engineer,1994-08-14
263070,Subhrajyoti,Raney,Engineer,1996-06-26
263074,Masadi,Schapire,Senior Engineer,1993-09-12
263082,Bluma,Roisin,Senior Staff,1993-12-02
263084,Subhrajyoti,Ranai,Engineer,1999-05-04
263088,Xianlong,Undy,Senior Staff,2002-07-31
263111,Arup,Avouris,Senior Engineer,1996-03-20
263112,Zhiwei,Angelopoulos,Senior Engineer,1994-10-07
263116,Baziley,Jullig,Technique Leader,1986-09-04
263122,Hyuckchul,Ranai,Engineer,1998-11-10
263124,Chinya,Bellmore,Senior Staff,1997-09-12
263126,Berry,Hinsberger,Senior Staff,1996-08-06
263130,Haldun,Grandbois,Senior Engineer,1986-09-19
263140,Abdulla,Iisaku,Senior Staff,1998-01-05
263141,Niclas,Stavenow,Senior Staff,1994-10-31
263142,Masaki,Linares,Senior Staff,1993-02-24
263143,Berhard,Baca,Engineer,1997-11-17
263147,Fumiya,Broomell,Senior Engineer,2001-04-09
263166,Iara,Salinas,Engineer,1996-09-07
263169,Kamakshi,Schaad,Senior Staff,1988-01-15
263174,Shen,Wielonsky,Engineer,1995-05-24
263182,Yongmin,Garnham,Senior Engineer,1992-11-16
263183,Giri,Awdeh,Senior Staff,2001-09-06
263194,Ranan,Gini,Senior Engineer,1996-08-31
263198,Sampalli,Genther,Senior Staff,1991-07-02
263202,Adhemar,Lyonns,Senior Staff,1992-09-14
263209,Howell,Schieder,Senior Engineer,1985-02-08
263210,Atreyi,Hoppenstand,Engineer,1997-12-09
263219,Hisao,Pokrovskii,Senior Engineer,1996-08-03
263234,Xiaocheng,Rassart,Senior Staff,1998-01-14
263235,Elgin,Doering,Senior Engineer,1992-04-03
263243,Amstein,Giveon,Senior Staff,2001-03-21
263248,Jeong,Fiebach,Technique Leader,1988-11-19
263270,Bedir,Sullins,Senior Engineer,1988-10-04
263274,Amalendu,Engberts,Senior Engineer,1995-02-10
263282,Siddarth,Kranzdorf,Senior Staff,1995-09-01
263305,Arie,Luit,Senior Engineer,1991-09-03
263313,Mitsuyuki,Perko,Senior Engineer,1993-04-29
263318,Kazuhisa,Muhling,Technique Leader,1998-05-11
263335,Leah,Rullman,Senior Engineer,2000-01-22
263349,Lucien,Naumovich,Technique Leader,1990-04-28
263354,Emdad,Caine,Staff,1995-12-25
263360,Sanjeeva,Butterworth,Senior Staff,1987-08-04
263366,Ewing,Bolotov,Senior Engineer,1993-10-11
263374,Arnould,Farrar,Technique Leader,1990-12-18
263380,Haldon,Samarati,Senior Staff,1994-10-04
263398,Rutger,Gente,Staff,1996-08-29
263399,Mariangiola,Gils,Staff,1999-09-15
263400,Mads,Solovay,Technique Leader,1993-11-10
263429,Claudi,Kropf,Senior Staff,1993-07-07
263440,Selwyn,Haumacher,Senior Staff,1988-05-30
263448,Gopalakrishnan,Brodal,Senior Engineer,2002-01-26
263456,Shichao,Nourani,Engineer,1996-10-03
263461,Vugranam,Munro,Engineer,1998-04-16
263462,Theron,Jarecki,Senior Staff,1985-05-02
263471,Candida,Fiebach,Senior Engineer,1994-01-26
263500,Sachio,Gyorkos,Senior Staff,1994-12-09
263510,Deniz,Bolotov,Engineer,1997-08-22
263514,Mayuko,Lorie,Senior Engineer,1997-07-07
263516,Youssef,Berendt,Senior Engineer,1991-09-04
263517,Remko,Strandh,Staff,1999-04-10
263525,Reinhard,Baek,Senior Staff,1994-02-19
263540,Dharmaraja,Cummings,Senior Engineer,1993-08-14
263544,Kazuyasu,Baez,Senior Engineer,1996-08-28
263551,KayLiang,Uhrik,Senior Staff,1998-06-10
263569,Barun,Gips,Senior Staff,1992-04-29
263573,Visit,Anguita,Engineer,1999-10-05
263574,Teunis,Erie,Staff,1999-07-19
263577,Ulf,Cullers,Senior Staff,1993-01-08
263582,Froduald,Ruther,Senior Engineer,1988-10-01
263583,Fun,Speel,Senior Engineer,1992-12-20
263587,Suzette,Heydon,Technique Leader,1987-05-28
263590,Jinpo,Erev,Senior Engineer,1991-08-31
263591,Parviz,Restivo,Senior Staff,1992-03-19
263599,Fen,VanScheik,Senior Staff,2001-07-18
263630,Ute,Terekhov,Senior Staff,1994-07-28
263640,Gina,Alpin,Senior Engineer,1998-08-05
263646,Nathalie,Remmele,Senior Engineer,1991-07-25
263647,Weidon,Hellwagner,Senior Engineer,1995-04-12
263655,Florina,Stifter,Senior Staff,1985-03-29
263661,Luisa,Kaelbling,Senior Engineer,1994-04-08
263713,Abdulla,Bashian,Senior Engineer,1993-06-19
263714,Yagil,Kleiser,Senior Staff,1993-06-10
263730,Huai,Frezza,Senior Engineer,1996-09-07
263735,Magdalena,Siksek,Senior Staff,1998-07-28
263738,Kazunori,Bressoud,Senior Engineer,1996-07-12
263777,Janche,Oppitz,Senior Staff,1985-11-09
263790,Hauke,Christ,Senior Engineer,2000-07-14
263792,Brigham,Merel,Senior Engineer,1988-10-18
263804,Takanari,Ellozy,Senior Engineer,1993-11-01
263822,Seongbin,Ananiadou,Senior Engineer,1997-04-27
263824,Yolla,Constantine,Senior Engineer,1988-11-22
263829,Jagoda,Ohori,Senior Engineer,1995-02-16
263868,Chinhyun,Koprowski,Senior Staff,1995-04-07
263879,Tianruo,Carrere,Senior Engineer,1995-12-09
263887,Pranas,Chinen,Senior Engineer,1992-10-19
263892,Elzbieta,Dymetman,Senior Staff,1994-08-27
263893,Masali,Dolinsky,Senior Staff,1994-08-21
263913,Sampalli,Berstel,Senior Staff,1991-04-11
263920,Pintsang,Gecsel,Senior Staff,2002-03-23
263925,Poorav,Yamaashi,Senior Engineer,2000-03-04
263927,Charlene,Zaccaria,Senior Engineer,1988-06-22
263940,Suebskul,Emmerich,Senior Staff,1996-07-13
263947,Siamak,Markovitch,Senior Engineer,1996-01-03
263952,Vincent,Joslin,Senior Staff,1993-07-13
263953,Rosli,Oxman,Assistant Engineer,1996-03-11
263956,Shaowen,Schmiedel,Engineer,1998-07-23
263967,Pranav,Farrag,Senior Staff,1992-06-20
263973,Armond,Vecchi,Senior Staff,1999-11-20
263985,Tiina,Stifter,Senior Staff,1994-07-17
263988,Licheng,Sinitsyn,Senior Staff,1988-12-24
263993,Reinhold,Anick,Senior Engineer,1997-05-20
263997,Gita,Begiun,Technique Leader,1990-01-11
264004,Chiradeep,Compeau,Technique Leader,1998-04-24
264013,Baziley,Stifter,Staff,1997-09-07
264018,Djenana,Lorcy,Senior Staff,2002-01-10
264019,Ulises,Barreiro,Senior Staff,1996-05-08
264044,Gay,Kalloufi,Senior Engineer,1996-05-27
264057,Pranav,Cmelik,Senior Engineer,1994-04-02
264074,Martine,Serov,Senior Staff,1997-08-24
264081,Sadok,Feldmann,Senior Engineer,2000-12-06
264083,Vojin,Acton,Senior Staff,1994-02-17
264086,Aris,Deverell,Senior Staff,2001-10-10
264087,Shridhar,Simkin,Senior Engineer,1994-05-27
264096,Serenella,Valiente,Engineer,1995-01-27
264098,Sverrir,Rohrbach,Engineer,1998-12-19
264099,Toshimitsu,Rettelbach,Senior Engineer,1996-08-03
264105,Rasikan,Lichtman,Staff,1996-01-03
264107,Shalesh,Chenney,Senior Staff,2000-03-19
264122,Hyuckchul,Oppitz,Engineer,1995-03-04
264125,Arnould,Thibadeau,Senior Staff,1991-04-27
264126,Toshiki,Thimonier,Engineer,2002-05-09
264128,Guangming,Suomi,Senior Staff,1992-02-21
264138,Mara,Garrabrants,Senior Staff,1991-08-07
264139,Stein,Schade,Senior Engineer,1987-06-11
264144,Saeed,Cronin,Senior Staff,1991-12-01
264150,Ziya,Hatcliff,Senior Staff,1996-03-19
264151,Heather,Worfolk,Senior Staff,1992-10-11
264161,Arun,Montemayor,Staff,1997-06-07
264171,Kristinn,Angelopoulos,Staff,1996-01-24
264174,Jianwen,Brizzi,Senior Engineer,1996-09-25
264188,Tonia,Marquardt,Senior Engineer,1991-05-31
264190,Limsoon,Schaap,Senior Staff,1997-11-13
264193,Gererd,Desikan,Staff,1997-02-28
264194,Aral,Merey,Senior Staff,1986-03-30
264198,Richard,Siprelle,Senior Engineer,1995-12-05
264200,Almudena,Koblick,Senior Engineer,1999-06-20
264201,Karlis,Mahmud,Technique Leader,1994-02-20
264207,Yinlin,Schwartzbauer,Senior Staff,1992-07-27
264212,Salvador,Lagarias,Senior Engineer,1992-05-14
264218,Baruch,Rosch,Senior Staff,1994-02-24
264234,Rayond,Benzaken,Senior Engineer,2002-01-09
264236,Sadun,Papsdorf,Senior Engineer,1993-11-14
264241,Shin,Chvatal,Senior Staff,1995-05-12
264247,Herbert,Rotem,Senior Engineer,1995-11-23
264250,Shmuel,Fasbender,Senior Engineer,1992-01-22
264267,Conrado,Chappelet,Senior Engineer,1987-01-22
264280,Mohua,Lienhardt,Assistant Engineer,1998-01-05
264281,Heather,Halloran,Senior Engineer,1995-11-29
264292,Boguslaw,Frolund,Engineer,1998-08-18
264306,Xiaobin,Curless,Senior Staff,1995-08-25
