emp_no,first_name,last_name,title,from_date,to_date
289712,Karsten,Brookner,Senior Staff,2001-10-11,2001-10-11
289727,Cheong,Seuren,Senior Engineer,1993-10-16,1993-10-16
289961,Kitty,Ponthieu,Senior Engineer,2002-07-02,2002-07-02
289970,Hyuckchul,Carrere,Technique Leader,1988-12-26,9999-01-01
290069,Guenter,Yoshimura,Engineer,1999-03-11,9999-01-01
290226,Satosi,Montemayor,Senior Staff,1997-06-13,1997-06-13
290418,Djenana,Uludag,Technique Leader,1985-08-02,9999-01-01
290423,Arco,Krohn,Senior Engineer,1994-10-11,1994-10-11
290424,Foong,Karcich,Senior Engineer,1995-11-08,1995-11-08
290428,Supot,Flowers,Senior Staff,1985-12-28,9999-01-01
290436,Chenxi,Karlin,Senior Staff,1998-08-09,1998-08-09
290463,Candido,Fortenbacher,Senior Staff,1998-01-31,9999-01-01
290511,Satyanarayana,Swab,Senior Staff,1994-07-02,1994-07-02
290589,Jouni,Chleq,Senior Staff,1994-08-29,9999-01-01
290593,Vojin,Msuda,Senior Engineer,1994-02-15,1994-02-15
290602,King,Hiltgen,Senior Engineer,1988-08-03,9999-01-01
290631,Yoshinari,Vieri,Senior Engineer,1986-05-29,9999-01-01
290644,Rasikan,Daescu,Senior Engineer,1990-08-03,1990-08-03
290654,Kerryn,Zirintsis,Engineer,1998-06-06,9999-01-01
290680,Fei,Perelgut,Senior Staff,1995-03-25,1995-03-25
290732,Shen,Usery,Senior Staff,2001-01-30,2001-01-30
290738,Ioana,Beerel,Senior Staff,2002-02-14,2002-02-14
290749,Ronghao,Morrey,Senior Engineer,1993-12-08,1993-12-08
290788,Weijing,Lundstrom,Senior Staff,1998-05-15,1998-05-15
290800,Shmuel,Meriste,Senior Staff,1997-12-11,1997-12-11
290816,Sachem,Cochrane,Senior Staff,1992-01-26,1992-01-26
290836,Manohar,Hiroyama,Senior Engineer,2000-11-30,1994-12-01
290850,Subhada,Stenning,Senior Engineer,1993-02-23,9999-01-01
290888,Szabolcs,Sewelson,Senior Staff,1995-03-22,1995-03-22
290890,Margareta,Vitiello,Senior Staff,1999-02-22,1999-02-22
290941,Mart,Katalagarianos,Senior Engineer,1993-07-19,1993-07-19
290985,Geraldo,Takanami,Senior Staff,1994-04-08,1994-04-08
290995,Siddarth,Bugrara,Technique Leader,1996-11-15,9999-01-01
291008,Takushi,Shimshoni,Senior Engineer,1991-11-14,1991-11-14
291011,Aron,Huxford,Senior Engineer,1995-01-11,1995-01-11
291059,Sanjai,Bultermann,Senior Engineer,1986-03-09,9999-01-01
291067,Margareta,Sanella,Senior Engineer,1992-03-01,1992-03-01
291098,Moss,Maksimenko,Senior Engineer,1990-12-15,9999-01-01
291106,Masako,Gilg,Senior Staff,1996-07-06,1996-07-06
291123,Hyuckchul,Remmele,Staff,1998-05-04,9999-01-01
291196,Nectarios,Waleschkowski,Senior Engineer,2001-12-06,2001-12-06
291216,Satoru,Einsfeld,Senior Engineer,1985-04-24,9999-01-01
291217,Zhilian,Fortenbacher,Senior Staff,1994-09-20,1994-09-20
291245,Shahab,Lueh,Senior Staff,1994-03-10,1994-03-10
291294,Yoshimitsu,Luby,Staff,1998-10-03,9999-01-01
291332,Jixiang,Bugrara,Senior Engineer,2000-03-06,1994-03-07
291340,Nahum,Litzler,Senior Engineer,1994-11-28,9999-01-01
291359,Sreekrishna,Swiler,Staff,1997-09-19,9999-01-01
291361,Radhia,Bashian,Senior Staff,1997-04-17,1997-04-17
291376,Fai,Jahnichen,Senior Engineer,1995-06-03,1995-06-03
291597,Kwangjo,Chinin,Senior Engineer,1993-11-05,1993-11-05
291653,Rafael,Strehl,Senior Staff,1986-12-19,9999-01-01
291719,Volkmar,Schade,Senior Engineer,2002-02-18,2002-02-18
291762,Adel,Paludetto,Senior Engineer,1985-11-30,9999-01-01
291788,Makato,Poupard,Senior Staff,1991-11-28,1991-11-28
291823,Masami,Scharstein,Senior Engineer,1991-02-25,1991-02-25
291827,Prasadram,Mamelak,Engineer,1999-10-30,9999-01-01
291832,Munenori,Cappelli,Senior Staff,1999-05-24,1999-05-24
291896,Mart,Decleir,Senior Engineer,1997-06-13,9999-01-01
291963,Shay,Viele,Senior Engineer,1988-12-28,9999-01-01
292141,Alassane,Ginneken,Senior Staff,1987-01-20,9999-01-01
292148,Reinhard,Melter,Senior Engineer,1985-11-15,9999-01-01
292183,Shahar,Akiyama,Senior Staff,1998-09-13,9999-01-01
292219,Dharmaraja,Deyuan,Senior Staff,1998-12-17,1998-12-17
292290,Qunsheng,Heyers,Senior Staff,1988-01-17,9999-01-01
292322,Adamantios,Colorni,Senior Staff,1993-03-03,1993-03-03
292331,Aamod,Vesna,Engineer,1998-03-05,9999-01-01
292400,Florian,Lamba,Technique Leader,1992-08-17,9999-01-01
292419,Werner,Antonisse,Senior Staff,1996-04-12,1996-04-12
292458,Akeno,Armand,Senior Staff,1996-02-13,1996-02-13
292524,Gladys,Dayang,Senior Engineer,1997-05-25,1991-05-26
292576,Kiam,Ulupinar,Staff,1996-02-04,9999-01-01
292578,Berhard,Fujisawa,Senior Staff,1987-02-12,9999-01-01
292582,Nirmal,Bugrara,Senior Engineer,1992-02-06,1992-02-06
292618,Abdelkader,Salverda,Senior Engineer,1988-01-10,9999-01-01
292627,Anneli,Reinhart,Senior Staff,1994-08-13,1994-08-13
292658,Hiroyasu,Massonet,Senior Engineer,1994-11-11,1994-11-11
292765,Basant,Ginesta,Senior Staff,1991-05-17,1991-05-17
292800,Shigenori,Guerreiro,Senior Engineer,1997-03-25,1991-03-26
292921,Weiru,Huhdanpaa,Senior Engineer,1990-06-12,1990-06-12
292933,Chaoyi,Heping,Senior Staff,1986-02-26,9999-01-01
292966,Larisa,Lanphier,Senior Engineer,1985-04-02,9999-01-01
292995,Junsik,Picel,Senior Engineer,2000-10-27,2000-10-27
293002,Basim,Antonisse,Senior Engineer,1991-11-27,1991-11-27
293010,Nathan,Verhoeff,Technique Leader,1985-03-23,9999-01-01
293026,Odinaldo,Emiris,Engineer,1997-11-06,9999-01-01
293129,Jeane,Aseltine,Senior Staff,1986-03-17,9999-01-01
293281,Denny,Whittlesey,Engineer,1995-10-30,9999-01-01
293351,Marjo,Desikan,Senior Staff,1997-08-07,1997-08-07
293353,Zhanqiu,Barreiro,Staff,1996-01-30,9999-01-01
293354,Sukumar,Perfilyeva,Senior Engineer,1996-01-20,1996-01-20
293355,Huan,Kolvik,Staff,1999-04-15,9999-01-01
293405,Xuejia,Kusalik,Senior Engineer,2000-12-13,2000-12-13
293415,Bilhanan,Einsfeld,Senior Staff,2000-01-18,2000-01-18
293490,Marlo,Soloway,Staff,1997-01-28,9999-01-01
293501,Achilleas,Litecky,Senior Engineer,1995-01-07,1995-01-07
293628,Zhanqiu,Danecki,Senior Engineer,1986-05-19,9999-01-01
293630,Gou,Kalefeld,Senior Engineer,1999-07-13,1999-07-13
293663,Yunming,Borstler,Senior Staff,1988-07-05,9999-01-01
293710,Atreye,Chleq,Engineer,1996-04-05,9999-01-01
293718,Neelam,Hainaut,Senior Engineer,1998-07-25,1993-07-25
293790,Premsyl,Perez,Senior Engineer,1998-04-12,1998-04-12
293863,Xudong,Moehrke,Senior Engineer,1992-12-18,1992-12-18
293884,Zhenhua,Ebeling,Senior Engineer,1999-04-21,1999-04-21
293935,Gila,Conry,Technique Leader,1990-12-06,9999-01-01
293942,Vitaly,Erni,Senior Engineer,1996-09-25,1996-09-25
293967,Selwyn,Garrabrants,Engineer,1999-09-04,1999-09-04
294045,Sashi,Shumilov,Senior Staff,1988-05-15,9999-01-01
294047,Arno,Ramsey,Senior Engineer,1990-07-13,1990-07-13
294068,Kazunori,Cmelik,Senior Staff,1995-05-07,1995-05-07
294080,Chenxi,Iwayama,Senior Staff,1998-02-14,1998-02-14
294099,Denis,Cullers,Senior Engineer,1985-12-22,9999-01-01
294112,Guenter,Chachaty,Senior Engineer,1997-12-19,9999-01-01
294161,Nigel,Wegerle,Senior Staff,1993-03-10,1993-03-10
294177,Morris,Mundy,Senior Engineer,1999-07-12,1999-07-12
294240,Poornachandra,Ressouche,Senior Staff,1993-06-18,1993-06-18
294288,Adel,Lyonns,Technique Leader,1997-07-04,9999-01-01
294319,Geoffry,Bach,Senior Staff,1986-11-17,9999-01-01
294339,Sreekrishna,Krohn,Senior Staff,1992-05-03,1992-05-03
294387,Hatem,Asser,Engineer,1999-01-06,9999-01-01
294483,Zhilian,Showalter,Senior Engineer,1993-12-12,1993-12-12
294501,Claude,Roohalamini,Senior Staff,1989-06-30,9999-01-01
294509,Emran,Beznosov,Senior Engineer,1993-02-16,1993-02-16
294613,Palash,Carrere,Senior Staff,1997-01-04,1997-01-04
294618,Kazunori,Emmart,Staff,1998-04-11,9999-01-01
294773,Constantino,Sanella,Senior Engineer,2002-02-22,2002-02-22
294790,Kish,Panangaden,Staff,1998-08-13,9999-01-01
294812,Temple,Legleitner,Senior Engineer,1989-11-04,9999-01-01
294845,Anneli,Gustavson,Senior Staff,1995-01-22,1995-01-22
294895,Vasilii,Scallan,Senior Staff,1998-01-05,9999-01-01
294921,Conal,Riefers,Senior Staff,1997-10-26,1997-10-26
294926,Zhiwei,Laventhal,Staff,1996-12-13,9999-01-01
294940,Adit,Baar,Senior Engineer,1996-01-10,9999-01-01
294970,Peer,Rosay,Senior Staff,1990-08-29,1990-08-29
294974,Gennadi,Pettis,Senior Staff,2001-11-01,2001-11-01
294975,Lucian,Rosis,Senior Engineer,1993-12-08,1993-12-08
295059,Josyula,Roisin,Technique Leader,1987-06-14,9999-01-01
295068,Shem,Olivero,Staff,1997-07-23,9999-01-01
295149,Badri,Swan,Senior Engineer,1999-05-10,1999-05-10
295222,Gian,Szilard,Senior Staff,1997-06-29,1997-06-29
295235,Ortrun,Tsunoo,Senior Engineer,1989-09-28,9999-01-01
295242,Sarita,Swick,Senior Engineer,1994-08-02,1994-08-02
295295,Nagui,Litvinov,Senior Engineer,1994-08-25,1994-08-25
295365,Jianhui,Bridgland,Senior Engineer,2002-07-04,2002-07-04
295376,Minghong,Arlazarov,Senior Engineer,1998-02-08,9999-01-01
295402,Branimir,Engberts,Senior Staff,2002-01-12,2002-01-12
295427,Toshimori,Hainaut,Senior Staff,1992-06-04,1992-06-04
295428,Alselm,Bonifati,Senior Staff,2000-05-28,2000-05-28
295647,Gal,Schiettecatte,Senior Engineer,2000-07-11,2000-07-11
295651,Adil,Coombs,Senior Staff,1985-08-14,9999-01-01
295658,Akeno,Decleir,Engineer,1997-08-10,9999-01-01
295671,Val,Dalton,Technique Leader,1987-04-08,9999-01-01
295703,Jaewoo,Birch,Senior Engineer,1995-10-01,1995-10-01
295706,Honesty,Vigier,Senior Engineer,1993-01-31,1993-01-31
295718,Paris,Siprelle,Engineer,1999-04-10,1999-04-10
295751,Jacqueline,Pavlopoulou,Senior Engineer,1994-07-25,9999-01-01
295802,Xiahua,Engelmann,Engineer,1998-11-16,1998-11-16
295816,Ennio,Michaels,Staff,1997-08-18,9999-01-01
295836,Haldun,Adachi,Senior Staff,2000-05-06,2000-05-06
295883,Doohun,Schiper,Senior Engineer,1996-12-02,9999-01-01
295906,Feiyu,Denny,Senior Engineer,1993-11-17,1993-11-17
295919,Florina,Saoudi,Senior Staff,1997-03-04,1997-03-04
295976,Miomir,Desikan,Senior Engineer,1999-07-24,1999-07-24
296003,Gay,Khamsi,Technique Leader,1986-05-27,9999-01-01
296033,Youngkon,Peak,Senior Engineer,1998-10-03,9999-01-01
296047,Mariusz,Schlenzig,Assistant Engineer,1998-10-26,9999-01-01
296053,Karoline,Broomell,Senior Engineer,1998-01-25,1992-01-26
296081,Marie,Morrey,Senior Staff,1987-08-13,9999-01-01
296142,Tokuyasu,Parveen,Senior Engineer,1989-11-18,9999-01-01
296193,Rildo,DeMori,Engineer,1997-02-16,9999-01-01
296223,Theirry,Pettis,Senior Engineer,2001-07-25,2001-07-25
296235,Debaprosad,Vidal,Staff,1996-12-28,9999-01-01
296252,Gaurav,Huhdanpaa,Senior Staff,1988-06-18,9999-01-01
296253,Kasturi,Sidje,Senior Staff,1993-02-22,1993-02-22
296336,Moty,Heuser,Senior Staff,1988-03-28,9999-01-01
296375,Maren,Tzvieli,Senior Staff,1994-10-28,1994-10-28
296387,Yuguang,Riexinger,Senior Staff,1994-08-13,1994-08-13
296401,Sverrir,Hashii,Senior Engineer,1988-08-20,9999-01-01
296438,Along,Kushnir,Senior Staff,1985-05-03,9999-01-01
296447,Roselyn,Boreale,Engineer,1996-10-03,9999-01-01
296480,Duro,Klassen,Senior Engineer,1998-07-13,1998-07-13
296481,Conal,Lunt,Engineer,1997-10-01,9999-01-01
296569,Gila,Lindenbaum,Senior Staff,1992-10-11,9999-01-01
296637,Francoise,Daescu,Senior Engineer,1996-12-06,1996-12-06
296643,Almudena,Cannard,Staff,1998-01-20,9999-01-01
296648,JiYoung,Papsdorf,Senior Engineer,1992-08-04,1992-08-04
296671,Piyawadee,Jiafu,Engineer,1999-03-22,9999-01-01
296676,Zeydy,Hockney,Senior Staff,1996-10-15,1996-10-15
296708,Odinaldo,Siepmann,Senior Engineer,1996-08-20,1991-08-21
296775,Uinam,Itschner,Staff,2000-01-31,9999-01-01
296833,Naftaly,Lubachevsky,Senior Engineer,1985-04-18,9999-01-01
296911,Yefim,Heinisuo,Engineer,1996-06-12,9999-01-01
296965,Munenori,Krohm,Senior Engineer,1994-02-05,1994-02-05
296984,Billie,Harbusch,Senior Engineer,1993-02-18,9999-01-01
297026,Niranjan,Schaar,Senior Staff,1996-12-20,1996-12-20
297061,Gita,Kumaresan,Senior Engineer,1993-02-07,1993-02-07
297081,Heeju,Glowinski,Senior Engineer,1996-12-27,1996-12-27
297122,Jiann,Murthy,Senior Engineer,1996-03-30,1996-03-30
297131,Kokou,Bade,Senior Engineer,1999-07-14,1999-07-14
297166,Mayumi,Doering,Senior Engineer,1986-04-08,9999-01-01
297188,Chaoyi,Impagliazzo,Senior Engineer,1999-04-24,1999-04-24
297201,Adamantios,Rahier,Senior Engineer,1997-09-24,1997-09-24
297265,Chenxi,Leijenhorst,Senior Engineer,1985-12-09,9999-01-01
297326,Anestis,Fasbender,Senior Staff,1996-07-13,1996-07-13
297332,Gita,Lorie,Engineer,2002-03-03,2002-03-03
297343,Xianlong,Kinley,Senior Engineer,1985-07-17,9999-01-01
297390,Eishiro,Takanami,Senior Engineer,1995-01-14,1995-01-14
297402,Hailing,Ghemri,Senior Staff,1996-07-12,1996-07-12
297405,Susanna,Eterovic,Senior Engineer,2002-01-27,2002-01-27
297444,Alain,Kading,Senior Engineer,1996-01-04,9999-01-01
297451,Randy,Hofmeyr,Senior Engineer,1994-12-18,1994-12-18
297497,Dulce,Frijda,Senior Engineer,1988-10-14,9999-01-01
297548,Owen,Chiodo,Senior Staff,1991-10-28,1991-10-28
297558,Sushant,Candan,Senior Engineer,1994-03-03,1994-03-03
297580,Zhonghui,Seiwald,Senior Staff,1992-01-10,1992-01-10
297594,Atreye,Picht,Senior Staff,1995-11-23,1995-11-23
297639,Serenella,Auyong,Senior Engineer,2002-04-21,2002-04-21
297649,Rance,Egerstedt,Senior Engineer,2000-08-19,2000-08-19
297656,Boaz,Tchuente,Senior Staff,1994-04-29,1994-04-29
297728,Toshimitsu,Woycyznski,Assistant Engineer,1995-06-01,9999-01-01
297729,Shawna,Luce,Staff,1996-11-11,9999-01-01
297746,Moon,Ghalwash,Senior Staff,1997-08-24,1997-08-24
297755,Kazuhide,Barvinok,Senior Engineer,1993-02-07,1993-02-07
297838,Babette,Axelband,Staff,1998-06-04,9999-01-01
297879,Percy,Claffy,Senior Engineer,1995-05-21,1995-05-21
297882,Candida,Straney,Senior Staff,1994-06-23,1994-06-23
297968,Bedrich,Schauser,Senior Engineer,1994-04-27,1994-04-27
297980,Danai,Angiulli,Senior Engineer,1994-04-29,1994-04-29
298009,Niranjan,Schauser,Senior Staff,1993-10-07,1993-10-07
298032,Kankanahalli,Dayana,Senior Engineer,1991-06-21,1991-06-21
298034,Lobel,Heusch,Senior Staff,1991-05-23,1991-05-23
298077,Marek,Berztiss,Senior Staff,1996-10-05,1996-10-05
298087,Huican,Pluym,Senior Engineer,1993-05-08,1993-05-08
298094,Shawna,Bahr,Senior Staff,1998-09-11,1998-09-11
298137,Cathie,Bashian,Senior Staff,1997-05-28,1997-05-28
298177,Quingbo,Akaboshi,Senior Staff,1995-11-15,1995-11-15
298253,Sven,Shinomoto,Technique Leader,1987-12-26,9999-01-01
298261,Tommaso,Mateescu,Senior Engineer,2002-07-07,2002-07-07
298265,Gad,Yetto,Senior Engineer,1999-09-18,1999-09-18
298269,Junsik,Slobodova,Senior Staff,1999-11-26,1999-11-26
298313,Hitofumi,Peris,Senior Engineer,1992-04-03,1992-04-03
298325,Felicidad,Iisaku,Engineer,1996-08-13,9999-01-01
298335,Guozhong,Ramsay,Senior Engineer,1990-07-06,1990-07-06
298358,Mingzeng,Chartres,Senior Engineer,1990-08-30,1990-08-30
298365,Mabhin,Ananiadou,Senior Engineer,1992-05-05,1992-05-05
298373,Tomokazu,Matzov,Technique Leader,1994-07-14,9999-01-01
298394,Maya,Hofstetter,Senior Staff,1993-08-23,1993-08-23
298464,Leon,Oskamp,Senior Staff,1993-03-01,1993-03-01
298500,Tremaine,Hennebert,Senior Staff,1985-06-15,9999-01-01
298575,Douadi,Driscoll,Senior Staff,1993-11-18,1993-11-18
298588,Conal,Nicolson,Senior Engineer,1996-03-15,1996-03-15
298609,Shirish,Garrabrants,Technique Leader,1990-04-03,9999-01-01
298616,Kenton,Pettit,Senior Staff,1992-06-13,1992-06-13
298671,Sukumar,Codenie,Senior Engineer,1999-06-30,1999-06-30
298683,Divine,Skrikant,Engineer,1999-11-05,9999-01-01
298700,Teunis,Monkewich,Senior Staff,2001-10-25,2001-10-25
298701,Jayson,Quittner,Engineer,1994-09-23,1994-09-23
298792,Toney,Szilard,Senior Engineer,1991-01-10,1991-01-10
298802,Shan,Muchinsky,Senior Staff,1999-02-27,1999-02-27
298891,Greger,Binkley,Senior Staff,2000-07-15,2000-07-15
298927,Maha,Gomatam,Senior Engineer,1993-12-23,1993-12-23
298950,Mabry,Armand,Senior Engineer,1992-09-11,1992-09-11
298968,Muneo,Farris,Senior Engineer,1991-03-29,1991-03-29
298980,Patricio,Lundstrom,Senior Staff,1993-08-08,1993-08-08
299004,Kokou,Monkewich,Senior Engineer,1988-11-14,9999-01-01
299034,Chenxi,Aingworth,Senior Staff,1994-12-03,1994-12-03
299219,Fan,Gunderson,Senior Engineer,1995-07-28,1995-07-28
299230,Mohamadou,Rothenberg,Senior Engineer,1993-12-06,9999-01-01
299256,Lucien,Maraist,Senior Engineer,2002-03-24,2002-03-24
299258,Seongbae,Mitina,Senior Staff,1988-04-08,9999-01-01
299285,Conal,Baby,Engineer,1994-09-22,9999-01-01
299313,Shuzo,Sadowski,Senior Staff,1996-04-10,1996-04-10
299327,Alain,Griswold,Senior Engineer,1998-01-02,1992-01-03
299358,Karlis,Ertl,Senior Engineer,1996-10-10,1996-10-10
299384,Dipankar,Schiettecatte,Engineer,1998-08-12,9999-01-01
299421,Heeju,Naudin,Senior Engineer,1986-09-19,9999-01-01
299435,Shao,Shinomoto,Technique Leader,1988-03-22,9999-01-01
299438,Bedrich,Vanwelkenhuysen,Senior Staff,1986-12-17,9999-01-01
299463,Taizo,Argence,Senior Staff,1996-09-14,1996-09-14
299493,King,Gurbaxani,Senior Engineer,1996-11-07,1996-11-07
299569,Siamak,Casperson,Senior Engineer,2000-06-01,2000-06-01
299572,Amstein,Sidou,Senior Engineer,1996-12-05,1996-12-05
299593,Aron,Panwar,Senior Engineer,1995-08-20,1995-08-20
299709,Jinxi,Marrevee,Staff,2000-01-20,9999-01-01
299755,Bernd,Stemann,Senior Engineer,1986-09-07,9999-01-01
299814,Kiam,Ritzmann,Senior Staff,1994-02-25,1994-02-25
299831,Greger,Swiss,Senior Engineer,2001-01-11,1994-01-11
299833,Ingemar,Slobodova,Senior Engineer,1994-07-23,1994-07-23
299849,Mats,Kropf,Senior Engineer,1986-07-01,9999-01-01
299874,Wilmer,Miyakawa,Staff,1997-02-15,9999-01-01
299950,Tran,Frolund,Technique Leader,1988-03-19,9999-01-01
299959,Shichao,Trystram,Staff,1999-12-16,9999-01-01
400104,Nigel,Gewali,Senior Staff,1994-11-27,1994-11-27
400157,Lenore,Cochrane,Senior Staff,1996-07-16,1996-07-16
400172,Xiahua,Bridgland,Technique Leader,1990-12-09,9999-01-01
400241,Ortrud,Garrabrants,Senior Staff,1996-08-08,1996-08-08
400400,Weiru,Stassinopoulos,Senior Engineer,1993-05-14,1993-05-14
400416,Mototsugu,Mondadori,Senior Staff,1990-11-19,1990-11-19
400431,Aria,Perez,Senior Engineer,1999-08-22,1999-08-22
400439,Kazuhito,Undy,Senior Engineer,1999-11-27,1999-11-27
400478,Rafols,Lund,Senior Staff,1992-03-24,1992-03-24
400484,JoAnne,Beausoleil,Senior Staff,1997-01-09,1997-01-09
400549,Prasadram,Cincotta,Senior Staff,1999-07-10,9999-01-01
400561,Doowon,Thambidurai,Senior Engineer,1995-01-22,1995-01-22
400570,Neelam,Ghandeharizadeh,Senior Engineer,1987-04-03,9999-01-01
400725,Conor,Wegerle,Senior Engineer,1987-03-05,9999-01-01
400789,Henk,Griswold,Senior Staff,1994-12-15,1994-12-15
400933,Nikolaos,Vesna,Senior Engineer,1996-06-28,1996-06-28
400953,Sham,Maksimenko,Senior Engineer,1992-05-27,1992-05-27
400957,Yakkov,Worfolk,Senior Engineer,1990-08-08,9999-01-01
400962,Menkae,Schlenzig,Senior Engineer,1994-11-08,9999-01-01
400975,Toshiko,Gniady,Senior Staff,1993-08-24,1993-08-24
401006,Naftali,Conde,Senior Staff,1998-12-09,1998-12-09
401031,Xumin,Butner,Senior Engineer,1997-07-24,1997-07-24
401108,Takahito,Kropp,Senior Staff,1996-07-18,1996-07-18
401124,Ravishankar,Norsworthy,Senior Engineer,1995-06-05,1995-06-05
401125,Josyula,Rothe,Senior Staff,1992-03-15,1992-03-15
401129,Poorav,Speckmann,Staff,1998-11-12,9999-01-01
401133,Cedric,Qiwen,Senior Engineer,1999-06-19,9999-01-01
401179,Conrado,Kalloufi,Senior Staff,2002-03-16,2002-03-16
401261,Phule,Szilard,Senior Staff,1997-01-19,1997-01-19
401326,Zorica,Cullers,Senior Staff,1992-01-04,1992-01-04
401340,Tomofumi,Thisen,Senior Engineer,1996-09-11,1996-09-11
401370,Byong,Socorro,Engineer,1996-09-05,1996-09-05
401391,Moriyoshi,Versino,Senior Staff,1992-06-14,1992-06-14
401425,Leah,Narahara,Senior Staff,1997-04-02,1997-04-02
401474,Keung,Monkewich,Senior Engineer,1992-01-24,1992-01-24
401522,Richard,Stifter,Senior Staff,1993-05-01,1993-05-01
401528,Djenana,Piazza,Engineer,1995-12-24,1995-12-24
401655,Honglan,Deyuan,Engineer,2000-01-07,9999-01-01
401759,Kinh,Ramsay,Senior Staff,1991-03-26,1991-03-26
401775,Mong,Parfitt,Senior Engineer,1999-04-08,1999-04-08
401797,Yoshinari,Hasenauer,Senior Staff,1994-02-28,1994-02-28
401839,JoAnne,Makrucki,Senior Engineer,1999-09-26,9999-01-01
401846,Lunjin,Jakobus,Senior Engineer,1996-08-07,1996-08-07
401891,Utpal,Garnier,Senior Engineer,1995-08-29,1995-08-29
401908,Mohua,Bolotov,Engineer,2000-09-01,2000-09-01
401929,Yolla,Ramras,Senior Staff,1992-03-02,1992-03-02
401955,Marie,Peak,Senior Staff,1988-01-06,9999-01-01
401961,Pradeep,Jumpertz,Senior Staff,1994-10-09,9999-01-01
401983,Pranay,Mamelak,Senior Staff,1992-09-22,1992-09-22
402010,Huican,Conta,Senior Engineer,1994-02-04,1994-02-04
402051,Teruyuki,Comyn,Senior Engineer,2001-03-17,2001-03-17
402056,Bezalel,Larfeldt,Senior Staff,1994-11-23,1994-11-23
402126,Odysseas,Auria,Senior Engineer,1997-08-13,1997-08-13
402136,Hugh,Straney,Senior Staff,1987-09-17,9999-01-01
402201,Youssef,Grabner,Senior Staff,1998-12-28,9999-01-01
402225,Tsutomu,Jiang,Assistant Engineer,1999-01-01,9999-01-01
402238,Sergi,Ramsay,Senior Staff,1994-10-05,1994-10-05
402240,Paloma,Olivero,Senior Engineer,1997-04-20,1997-04-20
402246,Leif,Aumann,Senior Engineer,1995-10-07,1990-10-07
402256,Nalini,Gini,Senior Engineer,2000-12-09,2000-12-09
402277,Seshu,Besancenot,Senior Staff,1987-09-10,9999-01-01
402331,Hidefumi,Bhattacharjee,Senior Staff,1993-07-01,1993-07-01
402342,Giordano,Collavizza,Senior Engineer,1994-04-05,1994-04-05
402367,Doowon,Mikschl,Senior Staff,1997-08-15,1997-08-15
402394,Jeanne,Kossowski,Senior Staff,1994-05-12,1994-05-12
402401,Tze,Wroclawski,Technique Leader,1989-03-17,9999-01-01
402484,George,Riexinger,Senior Engineer,1995-09-19,1995-09-19
402486,Krassimir,Scharstein,Senior Engineer,1994-03-28,1994-03-28
402533,Martins,Rijckaert,Engineer,1998-10-18,9999-01-01
402576,Dharmaraja,Petereit,Senior Engineer,1994-08-25,1994-08-25
402650,Bernice,Horswill,Senior Staff,1996-06-23,1996-06-23
402661,Suvo,Bashian,Senior Staff,1993-10-29,1993-10-29
402673,Arunachalam,Schaaf,Senior Engineer,1997-12-31,9999-01-01
402683,Shaowei,Bennis,Technique Leader,1994-01-13,9999-01-01
402769,Gurbir,Krychniak,Senior Staff,1988-09-25,9999-01-01
402801,Atreye,Straney,Senior Staff,1995-12-18,1995-12-18
402900,LiMin,Choobineh,Senior Staff,1996-10-28,1996-10-28
403057,Toney,Falster,Senior Engineer,1987-05-22,9999-01-01
403064,Berto,Kornyak,Engineer,1998-05-30,9999-01-01
403116,Perla,Shinomoto,Senior Engineer,1993-03-21,1993-03-21
403134,Djelloul,Kuszyk,Senior Staff,1998-05-03,1998-05-03
403147,Hideyuki,Legleitner,Senior Staff,1990-03-24,1990-03-24
